DrugID,DrugName,DrugCUI
DB01685,Topiroxostat,C4049065
DB02115,Daidzin,C0057091
DB03467,Naringenin,C0068450
DB04216,Quercetin,C0034392
DB04348,Taurocholic acid,C0039358
DB04868,Nilotinib,C1721377
DB06210,Eltrombopag,C1831905
DB06772,Cabazitaxel,C2830183
DB08828,Vismodegib,C2987716
DB08880,Teriflunomide,C1718383
DB08901,Ponatinib,C2987417
DB09061,Cannabidiol,C0006863
DB09074,Olaparib,C2316164
DB09297,Paritaprevir,C3864824
DB11363,Alectinib,C3853921
DB12001,Abemaciclib,C3852841
DB14011,Nabiximols,C2347556
DB12500,Fedratinib,C3886623
DB11757,Istradefylline,C0673470
DB00201,Caffeine,C0006644
DB14840,Ripretinib,C5139749
DB11796,Fostemsavir,C4519220
DB15822,Pralsetinib,C5226874
DB04540,Cholesterol,C0008377
DB00695,Furosemide,C0016860
DB00887,Bumetanide,C0006376
DB12941,Darolutamide,C4547776
DB11644,Tafamidis,C2745274
DB00165,Pyridoxine,C0034272
DB00169,Cholecalciferol,C0008318
DB00170,Menadione,C0025270
DB00173,Adenine,C0001407
DB01016,Glyburide,C0017628
DB01586,Ursodeoxycholic acid,C0042105
DB02659,Cholic Acid,C0055568
DB14057,Valinomycin,C0042287
DB00275,Olmesartan,C1098320
DB00559,Bosentan,C0252643
DB01406,Danazol,C0010961
DB00862,Vardenafil,C0971579
DB00909,Zonisamide,C0078844
DB06287,Temsirolimus,C1707080
DB08816,Ticagrelor,C1999375
DB08827,Lomitapide,C2827241
DB11986,Entrectinib,C4086264
DB01026,Ketoconazole,C0022625
DB08889,Carfilzomib,C2001856
DB09241,Methylene blue,C0025746
DB03619,Deoxycholic acid,C0011479
DB00975,Dipyridamole,C0012582
DB00570,Vinblastine,C0042670
DB00877,Sirolimus,C0072980
DB01590,Everolimus,C0541315
DB14761,Remdesivir,C4726677
DB01097,Leflunomide,C0063041
DB05812,Abiraterone,C0754011
DB04839,Cyproterone acetate,C0010621
DB00218,Moxifloxacin,C0536495
DB01044,Gatifloxacin,C0753645
DB09198,Lobeglitazone,C2744790
DB11774,Pazufloxacin,C0175022
DB00737,Meclizine,C0025039
DB00866,Alprenolol,C0002334
DB00960,Pindolol,C0031937
DB01359,Penbutolol,C0030812
DB01577,Metamfetamine,C0025611
DB14010,"5-methoxy-N,N-dimethyltryptamine",C0000588
DB06729,Sulfaphenazole,C0038706
DB06819,Phenylbutyric acid,C0170531
DB00598,Labetalol,C0022860
DB01611,Hydroxychloroquine,C0020336
DB13174,Rhein,C0073177
DB00751,Epinastine,C0078442
DB15982,Berotralstat,C5392453
DB00604,Cisapride,C0072916
DB09054,Idelalisib,C2698692
DB00997,Doxorubicin,C0013089
DB00361,Vinorelbine,C0078257
DB00792,Tripelennamine,C0041090
DB00810,Biperiden,C0005578
DB11638,Artenimol,C2828299
DB12523,Mizolastine,C0171302
DB01096,Oxamniquine,C0029994
DB01562,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,C4305702
DB00528,Lercanidipine,C0526399
DB00763,Methimazole,C0025644
DB06412,Oxymetholone,C0030072
DB01005,Hydroxyurea,C0020402
DB00907,Cocaine,C0009170
DB00685,Trovafloxacin,C0379881
DB13823,Pipemidic acid,C0031953
DB05015,Belinostat,C1948068
DB00388,Phenylephrine,C0031469
DB00428,Streptozocin,C0038432
DB01309,Insulin glulisine,C0021641
DB05115,NN344,C1957876
DB06732,beta-Naphthoflavone,C0053490
DB09564,Insulin degludec,C3491971
DB11567,Insulin peglispro,C4550895
DB11568,Insulin tregopil,C4550894
DB00487,Pefloxacin,C0030771
DB00553,Methoxsalen,C0025684
DB00779,Nalidixic acid,C0027353
DB00817,Rosoxacin,C0073591
DB00827,Cinoxacin,C0008806
DB00951,Isoniazid,C0022209
DB01165,Ofloxacin,C0028902
DB05396,Albinterferon Alfa-2B,C0021735
DB05990,Obeticholic acid,C1143018
DB06160,Garenoxacin,C1507354
DB06600,Nemonoxacin,C2742587
DB08972,Flumequine,C0060493
DB09122,Peginterferon beta-1a,C3848580
DB11404,Enrofloxacin,C0059374
DB11443,Orbifloxacin,C0300903
DB11491,Sarafloxacin,C0050308
DB11511,Difloxacin,C0057993
DB11892,Prulifloxacin,C0527129
DB11994,Diacerein,C0057678
DB13261,Sitafloxacin,C0171447
DB13627,Oxolinic acid,C0030031
DB13772,Rufloxacin,C0073704
DB15119,Ropeginterferon alfa-2b,C4542175
DB15131,Interferon alfa-2c,C0086477
DB12814,Cepeginterferon alfa-2B,C3871458
DB01208,Sparfloxacin,C0052585
DB05258,Interferon alfa,C0002199
DB00467,Enoxacin,C0014310
DB00537,Ciprofloxacin,C0008809
DB05488,Technetium Tc-99m ciprofloxacin,C0968226
DB14025,Clinafloxacin,C0070191
DB01281,Abatacept,C1619966
DB04956,Afelimomab,C0966666
DB05676,Apremilast,C1678805
DB06168,Canakinumab,C2718773
DB06273,Tocilizumab,C1609165
DB06372,Rilonacept,C2343589
DB06674,Golimumab,C2353893
DB08904,Certolizumab pegol,C1872109
DB09029,Secukinumab,C3179547
DB09036,Siltuximab,C1609931
DB14724,Emapalumab,C4740904
DB06077,Lumateperone,C4305843
DB00177,Valsartan,C0216784
DB00486,Nabilone,C0068333
DB00322,Floxuridine,C0016343
DB01241,Gemfibrozil,C0017245
DB11943,Delafloxacin,C2828290
DB00203,Sildenafil,C0529793
DB00263,Sulfisoxazole,C0038745
DB00323,Tolcapone,C0246330
DB00359,Sulfadiazine,C0038675
DB00444,Teniposide,C0039512
DB00515,Cisplatin,C0008838
DB00544,Fluorouracil,C0016360
DB00576,Sulfamethizole,C0038687
DB00613,Amodiaquine,C0002641
DB00621,Oxandrolone,C0029995
DB00665,Nilutamide,C0068771
DB00891,Sulfapyridine,C0038710
DB01039,Fenofibrate,C0033228
DB01117,Atovaquone,C0165603
DB01176,Cyclizine,C0010547
DB01195,Flecainide,C0016229
DB01381,Ginkgo biloba,C0330206
DB06150,Sulfadimethoxine,C0038676
DB06594,Agomelatine,C0971637
DB08798,Sulfamoxole,C0038700
DB09167,Dosulepin,C0013065
DB09238,Manidipine,C0065656
DB12319,Benzbromarone,C0005035
DB00673,Aprepitant,C1176306
DB04856,Dexloxiglumide,C0533979
DB14033,Acetyl sulfisoxazole,C0081437
DB01101,Capecitabine,C0671970
DB12371,Siponimod,C3657824
DB12015,Alpelisib,C4055478
DB00180,Flunisolide,C0060501
DB08867,Ulipristal,C0300205
DB00233,Aminosalicylic acid,C0030125
DB01294,Bismuth subsalicylate,C0005642
DB06251,Dersalazine,C2699597
DB06807,Phenyl aminosalicylate,C2945751
DB09543,Methyl salicylate,C0301277
DB13509,Aloxiprin,C0051254
DB14006,Choline salicylate,C0008405
DB14026,Thiosalicylic acid,C1099675
DB01263,Posaconazole,C0936148
DB01364,Ephedrine,C0014479
DB06145,Spiramycin,C0037962
DB00181,Baclofen,C0004609
DB00314,Capreomycin,C0262964
DB00512,Vancomycin,C0042313
DB12615,Plazomicin,C3502652
DB00182,Amphetamine,C0002658
DB11964,Ilaprazole,C1881129
DB06799,Methenamine,C0025638
DB00496,Darifenacin,C0529351
DB06603,Panobinostat,C1998098
DB01012,Cinacalcet,C1337242
DB06767,Ammonium chloride,C0002615
DB14485,Zinc ascorbate,C1337243
DB14490,Ferrous ascorbate,C0015888
DB14484,Magnesium ascorbate,C0024469
DB14486,Niacinamide ascorbate,C0771350
DB08830,Dehydroascorbic acid,C0011177
DB14482,Sodium ascorbate,C0887557
DB14483,Calcium ascorbate,C0546173
DB14502,"Sodium phosphate, dibasic",C0772024
DB09449,"Sodium phosphate, monobasic",C0770578
DB00412,Rosiglitazone,C0289313
DB00633,Dexmedetomidine,C0113293
DB06217,Vernakalant,C2001572
DB06727,Sparteine,C0037760
DB09049,Naloxegol,C3700399
DB13139,Levosalbutamol,C0772501
DB01131,Proguanil,C0008241
DB04938,Ospemifene,C1313616
DB00969,Alosetron,C0291772
DB12693,Ritanserin,C0085260
DB01079,Tegaserod,C0537147
DB00679,Thioridazine,C0039943
DB01156,Bupropion,C0085208
DB01403,Methotrimeprazine,C0025678
DB04818,Iproniazid,C0022059
DB00307,Bexarotene,C0765273
DB00455,Loratadine,C0065180
DB01029,Irbesartan,C0288171
DB01132,Pioglitazone,C0071097
DB00588,Fluticasone propionate,C0117996
DB00796,Candesartan cilexetil,C0527379
DB01006,Letrozole,C0246421
DB00205,Pyrimethamine,C0034283
DB00471,Montelukast,C0298130
DB01393,Bezafibrate,C0005330
DB01583,Liotrix,C0936106
DB04725,Licofelone,C1955822
DB06616,Bosutinib,C1831731
DB06712,Nilvadipine,C0132512
DB11632,Opicapone,C2933912
DB13919,Candesartan,C0717550
DB01394,Colchicine,C0009262
DB14539,Hydrocortisone acetate,C0063077
DB14545,Hydrocortisone succinate,C0056387
DB01220,Rifaximin,C0073374
DB01217,Anastrozole,C0290883
DB00481,Raloxifene,C0244404
DB01043,Memantine,C0025242
DB04572,Thiotepa,C0039871
DB13941,Piperaquine,C0071105
DB01181,Ifosfamide,C0020823
DB00215,Citalopram,C0008845
DB00283,Clemastine,C0008929
DB00557,Hydroxyzine,C0020404
DB00574,Fenfluramine,C0015827
DB01171,Moclobemide,C0066673
DB01193,Acebutolol,C0000946
DB06204,Tapentadol,C2001271
DB09224,Melperone,C0066477
DB13679,Dexchlorpheniramine,C0057606
DB06691,Mepyramine,C0034282
DB00209,Trospium,C0772089
DB00494,Entacapone,C0165921
DB00623,Fluphenazine,C0016368
DB06512,Deramciclane,C0286227
DB00234,Reboxetine,C0168388
DB06700,Desvenlafaxine,C1880288
DB09185,Viloxazine,C0042665
DB00454,Meperidine,C0025376
DB00435,Nitric Oxide,C0028128
DB00730,Thiabendazole,C0039832
DB00978,Lomefloxacin,C0065162
DB01405,Temafloxacin,C0076075
DB06803,Niclosamide,C0028017
DB12945,Dihydralazine,C0012271
DB14029,Furafylline,C0060848
DB01589,Quazepam,C0072828
DB03575,Phencyclidine,C0031381
DB01213,Fomepizole,C0048504
DB00636,Clofibrate,C0009002
DB03756,Doconexent,C2348308
DB06268,Sitaxentan,C1704271
DB08875,Cabozantinib,C3181682
DB00682,Warfarin,C0043031
DB11951,Lemborexant,C4519269
DB15685,Selpercatinib,C5235396
DB09039,Eliglustat,C3272698
DB01142,Doxepin,C0013085
DB01191,Dexfenfluramine,C0011786
DB01255,Lisdexamfetamine,C1873633
DB06589,Pazopanib,C1831796
DB00321,Amitriptyline,C0002600
DB08900,Teduglutide,C1530889
DB09227,Barnidipine,C0078703
DB09231,Benidipine,C0053108
DB11767,Sarilumab,C3885145
DB00860,Prednisolone,C0032950
DB00959,Methylprednisolone,C0025815
DB01285,Corticotropin,C0001655
DB01380,Cortisone acetate,C0056391
DB00602,Ivermectin,C0022322
DB01222,Budesonide,C0054201
DB06717,Fosaprepitant,C2349941
DB15566,Prednisolone acetate,C0071839
DB04894,Vapreotide,C0164678
DB06663,Pasireotide,C1872203
DB06791,Lanreotide,C0209211
DB09099,Somatostatin,C0037659
DB00678,Losartan,C0126174
DB01071,Mequitazine,C0065972
DB01204,Mitoxantrone,C0026259
DB00694,Daunorubicin,C0011015
DB00773,Etoposide,C0015133
DB01248,Docetaxel,C0246415
DB05773,Trastuzumab emtansine,C2935436
DB08870,Brentuximab vedotin,C2973446
DB00187,Esmolol,C0116569
DB00372,Thiethylperazine,C0039865
DB00508,Triflupromazine,C0040989
DB00831,Trifluoperazine,C0040979
DB00933,Mesoridazine,C0025497
DB01063,Acetophenazine,C0050458
DB01246,Alimemazine,C0041031
DB01608,Periciazine,C0033459
DB01614,Acepromazine,C0000959
DB01615,Aceprometazine,C0608826
DB01622,Thioproperazine,C0039936
DB05687,BL-1020,C2715226
DB09000,Cyamemazine,C0056643
DB11540,Propiopromazine,C0072200
DB12710,Perazine,C0030969
DB13213,Butaperazine,C0006481
DB13382,Chlorproethazine,C0164858
DB13420,Thiazinam,C3652669
DB13784,Dixyrazine,C0058518
DB14651,Perphenazine enanthate,C0031184
DB01105,Sibutramine,C0074493
DB04896,Milnacipran,C1533126
DB08918,Levomilnacipran,C3541367
DB13233,Alaproclate,C0051086
DB15213,25-desacetylrifapentine,C0163703
DB00540,Nortriptyline,C0028420
DB00726,Trimipramine,C0041056
DB01242,Clomipramine,C0009010
DB00188,Bortezomib,C1176309
DB00683,Midazolam,C0026056
DB00247,Methysergide,C0025842
DB12887,Tazemetostat,C4086895
DB15444,Elexacaftor,C5139717
DB06480,Prucalopride,C0913506
DB09456,Insulin beef,C0304866
DB01056,Tocainide,C0085237
DB00946,Phenprocoumon,C0031444
DB13136,Fluindione,C0117899
DB06695,Dabigatran etexilate,C1571583
DB06228,Rivaroxaban,C1739768
DB00612,Bisoprolol,C0053799
DB12457,Rimegepant,C4519126
DB13125,Lusutrombopag,C4309207
DB15328,Ubrogepant,C4505936
DB06403,Ambrisentan,C1176329
DB15719,Belantamab mafodotin,C5227411
DB01127,Econazole,C0013547
DB11672,Curcumin,C0010467
DB00190,Carbidopa,C0006982
DB11560,Lesinurad,C3886073
DB00591,Fluocinolone acetonide,C0016298
DB00624,Testosterone,C0039601
DB01030,Topotecan,C0146224
DB08883,Perampanel,C2698764
DB13943,Testosterone cypionate,C0076181
DB13944,Testosterone enanthate,C0039601
DB01275,Hydralazine,C0020223
DB00304,Desogestrel,C0057558
DB00495,Zidovudine,C0043474
DB01420,Testosterone propionate,C0039607
DB09276,Sodium aurothiomalate,C0018034
DB09298,Silibinin,C0600334
DB12978,Pexidartinib,C4287804
DB01623,Thiothixene,C0039955
DB02701,Nicotinamide,C0028027
DB13946,Testosterone undecanoate,C0076195
DB00259,Sulfanilamide,C0038702
DB01007,Tioconazole,C0076705
DB00337,Pimecrolimus,C1099414
DB00194,Vidarabine,C0042646
DB00195,Betaxolol,C0005320
DB00364,Sucralfate,C0038633
DB01544,Flunitrazepam,C0016296
DB13609,Umifenovir,C0254211
DB06777,Chenodeoxycholic acid,C0008024
DB00198,Oseltamivir,C0874161
DB00762,Irinotecan,C0123931
DB01041,Thalidomide,C0039736
DB00200,Hydroxocobalamin,C0020316
DB04854,Febuxostat,C0249529
DB00806,Pentoxifylline,C0030899
DB01064,Isoprenaline,C0022245
DB14999,Human interferon beta,C0751599
DB00237,Butabarbital,C0006464
DB04845,Ixabepilone,C1135132
DB01190,Clindamycin,C0008947
DB04576,Fleroxacin,C0085161
DB00230,Pregabalin,C0657912
DB00347,Trimethadione,C0041038
DB00463,Metharbital,C0025629
DB00617,Paramethadione,C0070072
DB00653,Magnesium sulfate,C0024467
DB00832,Phensuximide,C0070592
DB00837,Progabide,C0072076
DB00906,Tiagabine,C0068897
DB00996,Gabapentin,C0060926
DB01080,Vigabatrin,C0048044
DB01121,Phenacemide,C0070525
DB02207,7-Nitroindazole,C0214185
DB04165,Valpromide,C0058426
DB04953,Ezogabine,C0530684
DB05246,Methsuximide,C0109002
DB05541,Brivaracetam,C1699861
DB06470,Clomethiazole,C0008221
DB06527,Tramiprosate,C0062961
DB06554,Gaboxadol,C0047845
DB08329,Sulthiame,C0038807
DB08954,Ifenprodil,C0063340
DB09011,Beclamide,C0053067
DB09117,Paraldehyde,C0030438
DB11549,Tiletamine,C0040217
DB11859,Brexanolone,C4548848
DB11868,Etiracetam,C0059859
DB12131,Vinpocetine,C0059752
DB12338,Carisbamate,C1871983
DB13362,Pheneturide,C0059837
DB13396,Neocitrullamon,
DB13455,Phenibut,C0048007
DB13799,Ethadione,C0059690
DB14050,Cannabidivarin,C3657549
DB15203,JNJ-26489112,C3713830
DB00593,Ethosuximide,C0015043
DB01202,Levetiracetam,C0377265
DB00389,Carbimazole,C0006983
DB00550,Propylthiouracil,C0033511
DB03374,"3,5-Diiodotyrosine",C0067773
DB06715,Potassium Iodide,C0032831
DB07637,Dibromotyrosine,C3652699
DB09418,Potassium perchlorate,C0071774
DB13644,Methylthiouracil,C0025830
DB13804,Benzylthiouracil,C0053332
DB00279,Liothyronine,C0041014
DB03604,Tiratricol,C0046882
DB09100,"Thyroid, porcine",C0770555
DB01035,Procainamide,C0033216
DB00382,Tacrine,C0039245
DB00527,Cinchocaine,C0012050
DB00545,Pyridostigmine,C0034261
DB00677,Isoflurophate,C0022181
DB00711,Diethylcarbamazine,C0012191
DB00888,Mechlorethamine,C0025033
DB00944,Demecarium,C0360174
DB00981,Physostigmine,C0031849
DB00989,Rivastigmine,C0649350
DB01010,Edrophonium,C0013615
DB01122,Ambenonium,C0002412
DB01400,Neostigmine,C0027679
DB02365,"1,10-Phenanthroline",C0087870
DB04864,Huperzine A,C0063033
DB04892,Phenserine,C0294794
DB05386,Regramostim,C0219461
DB06692,Aprotinin,C0003641
DB06756,Glycine betaine,C0005304
DB11390,Coumaphos,C0010203
DB11397,Dichlorvos,C0012087
DB11412,Fenthion,C0015848
DB11473,Metrifonate,C0040898
DB12482,Acotiamide,C4317155
DB13058,Methanesulfonyl Fluoride,C0066089
DB13495,Paraoxon,C0030480
DB13503,Tyrothricin,C0041499
DB13668,Ipidacrine,C0051691
DB13694,Distigmine,C0012757
DB14031,Tretamine,C0040975
DB15317,Posiphen,C3501741
DB00202,Succinylcholine,C0038627
DB02845,Methylphosphinic Acid,C2352088
DB00871,Terbutaline,C0039542
DB06395,Abafungin,C2346707
DB06440,Ravuconazole,C0535185
DB12073,Albaconazole,C0675272
DB08910,Pomalidomide,C2347624
DB01015,Sulfamethoxazole,C0038689
DB00331,Metformin,C0025598
DB00351,Megestrol acetate,C0065879
DB11823,Esketamine,C2825616
DB01229,Paclitaxel,C0144576
DB00204,Dofetilide,C0114771
DB01656,Roflumilast,C0965618
DB00915,Amantadine,C0002403
DB00368,Norepinephrine,C0028351
DB00988,Dopamine,C0013030
DB01273,Varenicline,C1569608
DB05381,Histamine,C0019588
DB14975,Voxelotor,C4723629
DB00820,Tadalafil,C1176316
DB00575,Clonidine,C0009014
DB00211,Midodrine,C0026078
DB08933,Luliconazole,C1956280
DB00334,Olanzapine,C0171023
DB00532,Mephenytoin,C0025381
DB00289,Atomoxetine,C0076823
DB14754,Solriamfetol,C4726765
DB00235,Milrinone,C0128513
DB09091,Tixocortol,C0146010
DB00296,Ropivacaine,C0073571
DB00413,Pramipexole,C0074710
DB00631,Clofarabine,C0092777
DB00706,Tamsulosin,C0257343
DB01002,Levobupivacaine,C0873118
DB01020,Isosorbide mononitrate,C0064079
DB01169,Arsenic trioxide,C0052416
DB09204,Arotinolol,C0104221
DB09292,Sacubitril,C4033447
DB00714,Apomorphine,C0003596
DB00216,Eletriptan,C0759933
DB00258,Calcium acetate,C0006675
DB01164,Calcium chloride,C0006686
DB01373,Calcium,C0006675
DB09517,Sodium ferric gluconate complex,C0875947
DB11093,Calcium citrate,C0108101
DB11126,Calcium gluconate,C0006699
DB13995,Ferric pyrophosphate citrate,C4018308
DB14579,Lanthanum III cation,C0768119
DB14684,Calcium polycarbophil,C0054480
DB09267,Strontium ranelate,C0936139
DB09407,Magnesium chloride,C0024472
DB09511,Talc,C0039267
DB11110,Magnesium citrate,C0126774
DB13359,Magnesium aspartate,C0024467
DB13749,Magnesium gluconate,C0126777
DB13786,Magnesium orotate,C0536004
DB14514,Magnesium levulinate,C0614721
DB14515,Magnesium lactate,C0717900
DB01593,Zinc,C0043481
DB02165,Zinc trihydroxide,C0052422
DB04249,Zinc Substituted Heme C,C0043481
DB09221,Polaprezinc,C0286382
DB09321,Zinc oxide,C0043491
DB09322,Zinc sulfate,C0078794
DB11154,Zinc citrate,C0772239
DB11175,Zinc picolinate,C0149389
DB11248,Zinc gluconate,C0149381
DB14479,Acetylcysteine zinc,C0887741
DB14487,Zinc acetate,C0149368
DB14493,Zinc glycinate,C0078781
DB14533,Zinc chloride,C0078774
DB14548,"Zinc sulfate, unspecified form",C0078794
DB14532,Zinc cation,C2346521
DB00319,Piperacillin,C0031955
DB00415,Ampicillin,C0002680
DB00417,Phenoxymethylpenicillin,C0030840
DB00578,Carbenicillin,C0006976
DB00713,Oxacillin,C0029983
DB00739,Hetacillin,C0062587
DB00895,Benzylpenicilloyl polylysine,C0053327
DB00948,Mezlocillin,C0025893
DB01000,Cyclacillin,C0010523
DB01053,Benzylpenicillin,C0030827
DB01060,Amoxicillin,C0002645
DB01061,Azlocillin,C0004499
DB01147,Cloxacillin,C0009077
DB01163,Amdinocillin,C0002435
DB01602,Bacampicillin,C0052865
DB01603,Meticillin,C0025643
DB01604,Pivampicillin,C0032032
DB01605,Pivmecillinam,C0002436
DB01607,Ticarcillin,C0040193
DB08795,Azidocillin,C0052772
DB09319,Carindacillin,C0054667
DB09320,Procaine benzylpenicillin,C0030830
DB12127,Sultamicillin,C0771643
DB12343,Temocillin,C0076079
DB13300,Epicillin,C0059424
DB13337,Pheneticillin,C0070557
DB13506,Carfecillin,C0007241
DB13660,Propicillin,C0072176
DB13686,Clometocillin,C0055921
DB13693,Sulbenicillin,C0038666
DB13739,Penamecillin,C0070217
DB13814,Talampicillin,C0039266
DB13816,Aspoxicillin,C0104449
DB13836,Metampicillin,C0066082
DB00219,Oxyphenonium,C0030082
DB06216,Asenapine,C2000088
DB10532,Garlic,C0993630
DB00221,Isoetharine,C0022176
DB00222,Glimepiride,C0061323
DB00223,Diflorasone,C0304612
DB00912,Repaglinide,C0246689
DB00225,Gadodiamide,C0082646
DB09128,Brexpiprazole,C3885614
DB00541,Vincristine,C0042679
DB09199,Netoglitazone,C1721279
DB09200,Rivoglitazone,C1958863
DB09201,Ciglitazone,C0055721
DB12781,Balaglitazone,C1566435
DB00883,Isosorbide dinitrate,C0022252
DB08846,Ellagic acid,C0013900
DB09328,Vayarin,C3247604
DB09462,Glycerin,C0017861
DB00228,Enflurane,C0014277
DB00231,Temazepam,C0039468
DB00306,Talbutal,C0301407
DB00332,Ipratropium,C0027235
DB00340,Metixene,C0066139
DB00354,Buclizine,C0164386
DB00366,Doxylamine,C0013092
DB00376,Trihexyphenidyl,C0041009
DB00383,Oxyphencyclimine,C0069833
DB00387,Procyclidine,C0033254
DB00392,Profenamine,C0015042
DB00416,Metocurine iodide,C0700566
DB00424,Hyoscyamine,C0596004
DB00434,Cyproheptadine,C0010620
DB00462,Methscopolamine bromide,C0141756
DB00483,Gallamine triethiodide,C0016972
DB00505,Tridihexethyl,C0077081
DB00517,Anisotropine methylbromide,C0051923
DB00565,Cisatracurium,C1096766
DB00572,Atropine,C0004259
DB00670,Pirenzepine,C0031978
DB00725,Homatropine methylbromide,C0062923
DB00728,Rocuronium,C0209337
DB00732,Atracurium besylate,C0004235
DB00747,Scopolamine,C0036442
DB00767,Benzquinamide,C0053284
DB00771,Clidinium,C0055877
DB00777,Propiomazine,C0033473
DB00835,Brompheniramine,C0006246
DB00875,Flupentixol,C0016367
DB00941,Hexafluronium,C0062619
DB00942,Cycrimine,C0056835
DB00967,Desloratadine,C0908935
DB00986,Glycopyrronium,C3814772
DB01161,Chloroprocaine,C0055443
DB01199,Tubocurarine,C0041345
DB01226,Mivacurium,C0066621
DB01231,Diphenidol,C0058371
DB01239,Chlorprothixene,C0008290
DB01336,Metocurine,C0066465
DB01337,Pancuronium,C0030310
DB01338,Pipecuronium,C0071102
DB01339,Vecuronium,C0242531
DB01353,Butobarbital,C0054249
DB01354,Heptabarbital,C0019217
DB01496,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",C5241650
DB01625,Isopropamide,C0301373
DB04834,Rapacuronium,C0876716
DB04843,Mepenzolate,C0360172
DB05710,Gantacurium,C2713527
DB06153,Pizotifen,C0032036
DB06787,Hexocyclium,C0062674
DB08801,Dimetindene,C0012390
DB08838,Agmatine,C0001814
DB08997,Dexetimide,C0011785
DB09023,Benactyzine,C0004962
DB09076,Umeclidinium,C3661274
DB09300,Butylscopolamine,C2827093
DB11235,Thonzylamine,C0175162
DB11315,Methscopolamine,C0301374
DB11855,Revefenacin,C4519232
DB12086,Oxitropium,C0069776
DB12526,Batefenterol,C4519138
DB12554,Mebeverine,C0065832
DB13252,Tropatepine,C0077388
DB13254,Prifinium,C0771424
DB13295,Atracurium,C0004234
DB13351,Piperidolate,C0163025
DB13369,Benzilone,C3652928
DB13380,Difemerine,C0612470
DB13413,Phenglutarimide,C0070561
DB13448,Mazaticol,C0065760
DB13468,Etybenzatropine,C3652692
DB13500,Otilonium,C0069370
DB13505,Emepronium,C0013954
DB13507,Poldine,C0071324
DB13542,Bevonium,C0053533
DB13581,Rociverine,C0073547
DB13584,Gallamine,C0016971
DB13619,Bornaprine,C0053947
DB13636,Etanautine,C3652696
DB13648,Alcuronium,C0001981
DB13666,Tiemonium iodide,C0076664
DB13678,Dihexyverine,C0771461
DB13695,Penthienate,C0301375
DB13720,Diphemanil,C0301371
DB13738,Camylofin,C0054568
DB13759,Fenpiverinium,C0060190
DB13769,Emetonium iodide,C0021966
DB13844,Pipenzolate,C0071103
DB13850,Timepidium,C1620337
DB00245,Benzatropine,C0005098
DB00782,Propantheline,C0033447
DB00804,Dicyclomine,C0012125
DB00934,Maprotiline,C0024778
DB01148,Flavoxate,C0016225
DB08897,Aclidinium,C2699757
DB09089,Trimebutine,C0041023
DB09262,Imidafenacin,C1876226
DB12278,Propiverine,C0138666
DB00841,Dobutamine,C0012963
DB01001,Salbutamol,C0001927
DB01274,Arformoterol,C0969589
DB09082,Vilanterol,C2935023
DB11587,Etafedrine,C0059676
DB09413,Monopotassium phosphate,C0138038
DB14185,Aripiprazole lauroxil,C4056439
DB00239,Oxiconazole,C0069765
DB00240,Alclometasone,C0360534
DB00242,Cladribine,C0092801
DB01166,Cilostazol,C0055729
DB00346,Alfuzosin,C0051150
DB00856,Chlorphenesin,C0008280
DB01130,Prednicarbate,C0071836
DB01260,Desonide,C0011705
DB14538,Hydrocortisone aceponate,C0082944
DB14543,Hydrocortisone probutate,C0020268
DB14544,Hydrocortisone valerate,C0020268
DB00581,Lactulose,C0022957
DB00614,Furazolidone,C0016855
DB00721,Procaine,C0033218
DB00805,Minaprine,C0066561
DB01168,Procarbazine,C0033223
DB01247,Isocarboxazid,C0022154
DB01367,Rasagiline,C0525678
DB01626,Pargyline,C0030557
DB04017,Clorgiline,C0009035
DB04820,Nialamide,C0027999
DB08550,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",C0099559
DB09243,Hydracarbazine,C2697633
DB09244,Pirlindole,C0071143
DB09245,Toloxatone,C0076804
DB09246,Benmoxin,C0601627
DB09248,Mebanazine,C0065831
DB09249,Octamoxin,C2825396
DB09250,Pheniprazine,C0031407
DB09251,Phenoxypropazine,C2347504
DB09252,Pivhydrazine,C0071169
DB09253,Safrazine,C0073950
DB09254,Caroxazone,C0054820
DB13875,Harmaline,C0018602
DB13876,Brofaromine,C0054085
DB11979,Elagolix,C2714632
DB00390,Digoxin,C0012265
DB00441,Gemcitabine,C0045093
DB00970,Dactinomycin,C0010934
DB11689,Selumetinib,C2980074
DB00801,Halazepam,C0062092
DB01489,Camazepam,C0006795
DB01511,Delorazepam,C0055353
DB01545,Ethyl loflazepate,C0015137
DB01553,Cloxazolam,C0055964
DB01567,Fludiazepam,C0060485
DB01594,Cinolazepam,C0164835
DB13335,Pinazepam,C0071082
DB13437,Medazepam,C0025051
DB13643,Loprazolam,C0077013
DB13837,Doxefazepam,C0114875
DB13872,Lormetazepam,C0065185
DB14028,Nordazepam,C0011279
DB14672,Oxazepam acetate,C0069745
DB14715,Cinazepam,C3491799
DB00404,Alprazolam,C0002333
DB00290,Bleomycin,C0005740
DB06701,Dexmethylphenidate,C1169997
DB01159,Halothane,C0018549
DB00422,Methylphenidate,C0025810
DB00309,Vindesine,C0042682
DB06694,Xylometazoline,C0078643
DB08162,Fasudil,C0062068
